speaker_00,00:00.000,00:03.320,沈总好
SPEAKER_04,18:23.200,18:25.900,相当于类似于ROE的这样一个概念是吧
SPEAKER_02,18:26.200,18:32.100,对对对就是1%是20%和80%的一个资本结构吗
SPEAKER_02,18:32.100,18:33.800,嗯80%贷款
SPEAKER_02,18:33.800,18:36.200,然后一般贷款呢也是按照
SPEAKER_02,18:36.200,18:39.900,呃基本上是按照我们现有的LPR来算的吧
SPEAKER_04,18:40.500,18:44.300,嗯相当于假基础假设是LPR的融资成本
speaker_无,18:45.000,18:46.600,对呃5年期
SPEAKER_02,18:47.500,18:51.100,嗯长期的就是他有一些铺底的流动资金
SPEAKER_02,18:51.100,18:53.000,那可能是3.65现在是
SPEAKER_02,18:53.000,18:55.300,然后5年以上的可能4.3左右
SPEAKER_04,18:55.800,18:57.100,哦好明白
SPEAKER_04,18:58.100,18:58.600,嗯
SPEAKER_04,19:00.700,19:01.200,然后
SPEAKER_04,19:04.600,19:05.700,啊然后再就是说
SPEAKER_04,19:06.200,19:10.700,呃因为我们这单业务是把它会寄到少数股东权益里
SPEAKER_04,19:11.700,19:16.400,嗯啊那呃除了我们这单业务之外
SPEAKER_04,19:16.400,19:18.700,那公司历史上还开展过
SPEAKER_04,19:19.100,19:22.500,呃多少量的其他的这种这种业务
SPEAKER_04,19:22.500,19:24.000,就在少数股东权益里
SPEAKER_04,19:24.400,19:25.800,啊咱们还有大概多少
SPEAKER_02,19:27.700,19:30.800,嗯这一块就是类似的业务是吗
SPEAKER_04,19:30.900,19:33.100,对对就类似结构的
SPEAKER_04,19:33.100,19:36.900,包括可能将来也是涉及到一个回购
SPEAKER_04,19:36.900,19:39.900,或者是转永续债的这样这样这样设计的
SPEAKER_02,19:41.400,19:42.900,这个这个这样吧
SPEAKER_02,19:42.900,19:46.300,嗯这个问题你先那个先记录下来
SPEAKER_02,19:46.300,19:49.500,一个呢我我得总数我还真没有
SPEAKER_02,19:49.600,19:51.100,就是我这边还没统计过
SPEAKER_02,19:51.100,19:54.100,我可能得跟相关的口词再
SPEAKER_02,19:54.600,19:55.700,呃再要一下
SPEAKER_02,19:56.200,19:57.600,嗯另外一个呢
SPEAKER_02,19:57.600,20:01.200,我我们也得看看这个这个看看啊方便透露
SPEAKER_02,20:01.200,20:03.300,这个这个整体的这个情况
SPEAKER_02,20:03.500,20:05.500,反正他类型呢还是比较多的
SPEAKER_02,20:05.500,20:08.100,比如说现在有这个这个
SPEAKER_02,20:08.600,20:09.600,呃叫什么
SPEAKER_02,20:09.700,20:11.900,之前做的那类词我不知道是不是
SPEAKER_02,20:11.900,20:14.200,还有一个呢做过这个载转股
SPEAKER_02,20:14.400,20:16.600,还有就是实际上这种并表基金呢
SPEAKER_02,20:16.600,20:20.000,还是我们第一次也是中国电力估计也就是
SPEAKER_02,20:20.300,20:21.700,唯一能做的一次了
SPEAKER_02,20:21.700,20:24.600,因为去年应该上半年开始吧
SPEAKER_02,20:24.700,20:27.400,就是我们这个基金呢应该成立是
SPEAKER_02,20:28.000,20:29.300,前年下半年
SPEAKER_02,20:29.500,20:31.200,前年年底的时候成立的
SPEAKER_02,20:31.200,20:32.600,但是去年上半年
SPEAKER_02,20:33.500,20:34.600,嗯6月份左右吧
SPEAKER_02,20:34.600,20:35.600,5、6月份左右
SPEAKER_02,20:35.700,20:37.600,后来集团就不同意再做了
SPEAKER_02,20:37.800,20:39.700,所以就是同类的基金
SPEAKER_02,20:39.700,20:41.800,就并表基金这一块呢应该是
SPEAKER_02,20:42.200,20:43.600,呃只此一次了
SPEAKER_04,20:43.900,20:45.600,嗯哦明白明白
SPEAKER_01,20:46.300,20:46.700,嗯
SPEAKER_04,20:47.400,20:49.100,好谢谢沈总您解答很清楚
SPEAKER_04,20:49.100,20:50.600,我这边暂时没有其他疑问了
SPEAKER_04,20:50.600,20:51.600,看其他同事呢
SPEAKER_04,20:52.200,20:53.900,嗯好好谢谢沈总
SPEAKER_01,20:54.500,20:55.200,沈总您好
SPEAKER_01,20:55.200,20:57.100,我是大家资产风险管理部的
SPEAKER_01,20:57.100,20:59.500,我刚想接着那个我们同事问一下
SPEAKER_01,20:59.500,21:01.600,就是说您刚说上半年呃
SPEAKER_01,21:01.600,21:02.500,去年上半年
SPEAKER_01,21:02.500,21:05.100,集团不再同意做这种并表基金了
SPEAKER_01,21:05.200,21:07.800,那个原因是什么方便透露一下
SPEAKER_02,21:08.900,21:11.800,嗯这个我具体的原因我倒不太清楚
SPEAKER_02,21:11.800,21:14.700,好像是是不是国资委对这一块也有
SPEAKER_02,21:14.700,21:15.700,相关的一些
SPEAKER_02,21:16.100,21:19.100,呃一些管理的措施然后层层下来的
SPEAKER_01,21:20.000,21:22.900,那您刚刚说的那个累率的载转股都是
SPEAKER_01,21:22.900,21:26.300,那个呃中国电力这块的那个业务
SPEAKER_01,21:26.300,21:29.400,不是那个国电头集团层面的业务
SPEAKER_02,21:29.600,21:31.800,没有这个都是在国国电
SPEAKER_02,21:31.800,21:34.500,国电头统一的情况下才能做的
SPEAKER_02,21:35.400,21:38.100,他有一个授权的就是你授权范围内
SPEAKER_02,21:38.100,21:39.400,你可以自主开转
SPEAKER_02,21:39.600,21:41.000,你授权范围内的
SPEAKER_02,21:41.000,21:44.100,外的一定要经过集团公司同意才能做
SPEAKER_02,21:44.300,21:45.300,包括我们载转股
SPEAKER_02,21:45.300,21:48.600,每一笔都是要经集团公司呃审批的
SPEAKER_02,21:49.300,21:51.100,包括我们这个项目也是的
SPEAKER_02,21:51.900,21:53.600,呃但是呢就是说嗯
SPEAKER_02,21:53.600,21:56.500,你首先的规则就相当于集团公司要
SPEAKER_02,21:56.700,21:58.900,能够做这项业务你才能做
SPEAKER_01,22:00.900,22:02.000,哦明白
SPEAKER_01,22:02.200,22:04.800,然后我还想问一下就是这笔业务的
SPEAKER_01,22:04.800,22:06.800,那个融资背景吧
SPEAKER_01,22:06.800,22:09.400,就是说为什么咱们选择这个交易结构
SPEAKER_01,22:09.400,22:10.500,这个嗯
SPEAKER_02,22:11.800,22:13.200,实际上嗯这个
SPEAKER_02,22:13.900,22:17.000,基本上每每每每一个那个都会问到吧
SPEAKER_02,22:17.000,22:19.600,每一个资金方都会问到同类的问题
SPEAKER_02,22:19.900,22:21.500,这一块呢说实话我
SPEAKER_02,22:21.500,22:24.400,我是觉得真的是实际上对我们来说啊
SPEAKER_02,22:24.400,22:27.100,就是觉得资金成本还是挺高的
SPEAKER_02,22:27.400,22:29.000,你看我们现在火电企业
SPEAKER_02,22:29.000,22:31.200,昨天那个另外一家资方也谈到了
SPEAKER_02,22:31.200,22:32.700,就火电企业的现金流
SPEAKER_02,22:32.700,22:34.600,但是我也是眼晴嘛
SPEAKER_02,22:34.600,22:37.200,当时电电断断续续的听到实际上
SPEAKER_02,22:37.700,22:39.900,嗯像像我们现在火电企业
SPEAKER_02,22:39.900,22:41.800,虽然说是连续亏损两年
SPEAKER_02,22:41.800,22:44.200,但他的现金流还是比较充裕
SPEAKER_02,22:44.400,22:45.800,谁虽然是账上
SPEAKER_02,22:45.800,22:48.200,就是你你亏了看看好几个亿
SPEAKER_02,22:48.200,22:50.200,但他的现金流一点都不缺
SPEAKER_02,22:50.400,22:52.400,所以整个融资还是比较低的
SPEAKER_02,22:52.400,22:54.600,包括今年我们好多电厂
SPEAKER_02,22:54.600,22:57.300,这个特别是一季度的时候都在拿保供贷
SPEAKER_02,22:57.300,22:59.900,保供贷的利率都到了2%以下
SPEAKER_02,23:00.400,23:04.500,然后基本上这个正常的一个现金流的
SPEAKER_02,23:04.500,23:05.700,正常的流贷
SPEAKER_02,23:06.600,23:09.700,包括三年以上的贷款都是在3%以下
SPEAKER_02,23:10.000,23:11.700,就不是保供贷这一块的
SPEAKER_02,23:12.000,23:13.000,嗯所以呢
SPEAKER_02,23:13.100,23:15.200,我们为什么要付出这么大的代价
SPEAKER_02,23:15.200,23:18.300,或者成本去去去做权益融资
SPEAKER_02,23:18.300,23:19.300,主要呢是
SPEAKER_02,23:19.700,23:23.100,呃因为前几年国资委就是对各大央企的
SPEAKER_02,23:23.100,23:25.200,一个资产负债率的一个考核
SPEAKER_02,23:25.200,23:27.700,就相当于你资产负债率不能超
SPEAKER_02,23:27.700,23:28.900,一旦超了之后呢
SPEAKER_02,23:28.900,23:32.300,他会对你的投资计划会有管控
SPEAKER_02,23:32.500,23:34.100,就相当于你一手是
SPEAKER_02,23:34.400,23:35.700,拽着这个发展吗
SPEAKER_02,23:35.800,23:37.700,就是你你要有投资计划
SPEAKER_02,23:38.000,23:39.100,你才能去发展
SPEAKER_02,23:39.100,23:40.500,但一个企业没有发展
SPEAKER_02,23:40.500,23:42.700,我一直说的肯定是最大的风险
SPEAKER_02,23:43.100,23:45.700,你你你必须要保持你新能源项目
SPEAKER_02,23:45.800,23:47.500,包括新产业的一些发展
SPEAKER_02,23:47.800,23:49.500,那你要投出去钱的话
SPEAKER_02,23:49.500,23:51.400,实际上会增加你的资产负债率
SPEAKER_02,23:51.700,23:54.400,但是呢同时另另外一方面就相当于
SPEAKER_02,23:54.400,23:55.900,我要降资产负债率
SPEAKER_02,23:55.900,23:57.200,那降资产负债率
SPEAKER_02,23:57.400,23:59.800,那那只能去找一些权益融资
SPEAKER_02,24:00.200,24:01.500,来降资产负债率
SPEAKER_02,24:01.500,24:03.800,然后那一块我才能保证我的发展
SPEAKER_02,24:03.800,24:06.100,这样做一个资产负债率的一个平衡
SPEAKER_02,24:07.100,24:09.300,大概是这么一个背景吧
SPEAKER_01,24:09.800,24:11.000,哦那我理解就是说
SPEAKER_01,24:11.000,24:12.500,如果要降资产负债率的话
SPEAKER_01,24:12.500,24:15.500,也可以通过公开的发永续债来讲啊
SPEAKER_01,24:15.500,24:17.800,那这个跟咱们这笔业务有什么区别
SPEAKER_02,24:18.700,24:20.400,它是这样子永续债呢
SPEAKER_02,24:20.400,24:22.800,一般是就是集团公司
SPEAKER_02,24:22.900,24:25.400,集团公司他整体会做一些规划的
SPEAKER_02,24:25.400,24:26.500,像永续债呢
SPEAKER_02,24:26.800,24:28.840,我们一般都是集团公司他统一发
SPEAKER_02,24:28.840,24:30.100,然后我们承接
SPEAKER_02,24:31.800,24:33.000,对对
SPEAKER_02,24:33.800,24:34.900,然后二级单位呢
SPEAKER_02,24:34.900,24:37.300,基本上就是通过那类似啊这些
SPEAKER_02,24:37.700,24:39.500,嗯还有这这这这
SPEAKER_02,24:40.000,24:41.700,赛转股啊包括这些
SPEAKER_02,24:42.000,24:44.100,嗯就是它不是单一的方式
SPEAKER_02,24:44.600,24:46.040,它是多种方式在做
SPEAKER_01,24:46.700,24:49.340,哦然后我看就是现在那个中电
SPEAKER_01,24:49.340,24:52.100,他存续的永续债是20年发的嘛
SPEAKER_01,24:52.100,24:53.840,然后今年也不可期完呢
SPEAKER_01,24:53.940,24:55.060,那您刚才说的话
SPEAKER_01,24:55.060,24:57.340,是不是就是说未来公司也不太可能
SPEAKER_01,24:57.340,24:58.200,会发永续债
SPEAKER_01,24:58.200,24:59.400,就如果要发永续债的话
SPEAKER_01,24:59.400,25:01.140,也是从集团那边去发
SPEAKER_02,25:01.900,25:03.340,对现在这两年
SPEAKER_02,25:03.400,25:05.500,都是承接了一部分集团公司
SPEAKER_02,25:05.500,25:07.200,给火箭企业的永续债
SPEAKER_02,25:07.560,25:09.900,虽然我们也觉得资金成本还还
SPEAKER_02,25:10.360,25:13.360,也比我们自己的融资的成本还要高一点
SPEAKER_02,25:14.000,25:16.260,但他因为可以放在权益里面嘛
SPEAKER_01,25:18.500,25:19.760,集团这边的永续债
SPEAKER_01,25:19.760,25:21.960,如果给到公司的话成本是多少
SPEAKER_02,25:23.160,25:24.600,呃去年给的
SPEAKER_02,25:24.960,25:26.340,大概是在
SPEAKER_02,25:27.060,25:29.160,好像不超过4吧我记得是
speaker_无,25:30.160,25:31.800,三点几大概
SPEAKER_01,25:32.160,25:36.400,那也还是比比这比要要低不少其实
SPEAKER_02,25:37.400,25:37.900,对
SPEAKER_02,25:39.120,25:40.120,但是现在永续债
SPEAKER_02,25:40.120,25:43.200,反正集团他统一在规划在做
SPEAKER_02,25:43.720,25:44.900,在在考虑
SPEAKER_02,25:44.900,25:47.100,但我不知道他这个永续债是不是
SPEAKER_02,25:47.360,25:48.800,他主要这个永续债
SPEAKER_02,25:48.800,25:50.620,好像给到的都是火箭企业
SPEAKER_02,25:50.620,25:52.460,我不知道他这个方式上面是不是通过
SPEAKER_02,25:52.460,25:53.400,还是这个
SPEAKER_02,25:53.720,25:56.160,呃这两年因为火电宝宫啊这一块
SPEAKER_02,25:56.160,25:59.060,所以能拿到一些相对比较优惠的资金吧
SPEAKER_01,25:59.920,26:00.420,嗯
SPEAKER_01,26:01.000,26:04.060,明白然后我想问一下就是呃
SPEAKER_01,26:04.060,26:06.860,本次我们这个业务他一共打包了有
SPEAKER_01,26:07.400,26:08.660,20多个项目吗
SPEAKER_01,26:08.660,26:09.660,就是这几
SPEAKER_01,26:09.660,26:12.260,这些项目整体是怎么筛选出来的
SPEAKER_01,26:12.260,26:13.760,你这边清楚吗
SPEAKER_02,26:15.060,26:18.660,呃我们整体就是这个并表基金做的应该
SPEAKER_02,26:18.660,26:21.060,是十13个项目吧
SPEAKER_01,26:21.460,26:22.620,然后之前是
SPEAKER_02,26:23.320,26:24.920,对对13个项目公司啊
SPEAKER_02,26:24.920,26:26.420,你讲的是项目是吗
speaker_无,26:26.500,26:28.360,对对对对对啊
SPEAKER_02,26:28.760,26:30.020,那个嗯
SPEAKER_02,26:30.100,26:31.560,这些呢我们就是
SPEAKER_02,26:31.860,26:34.500,当时也是按照实际上13个项目公司呢
SPEAKER_02,26:34.500,26:36.760,我们第一批当时是落地了
SPEAKER_02,26:36.760,26:38.720,大概有4个项目吧
SPEAKER_02,26:39.160,26:41.220,呃然后呢也是按照
SPEAKER_02,26:41.460,26:45.560,就是就是当时的一些相关的一些约定吧
SPEAKER_02,26:45.900,26:49.320,和这个宗保头的一些筛选的一些
SPEAKER_02,26:49.520,26:52.100,条件或者资金方筛选的一些条件
SPEAKER_02,26:52.460,26:53.900,呃包括合规性
SPEAKER_02,26:54.200,26:56.820,然后收益率实际上合规性这一块呢
SPEAKER_02,26:56.820,26:58.880,我觉得你们也不要有过多的一个考虑
SPEAKER_02,26:58.880,27:01.560,只要能装在中国电力上市公司里面的
SPEAKER_02,27:01.560,27:03.420,我们基本上合规性这一块
SPEAKER_02,27:03.680,27:04.780,都是没有问题的
SPEAKER_02,27:04.780,27:07.820,而且去年整个就是国家对
SPEAKER_02,27:08.180,27:11.620,呃全基本上绝大部分的新生意项目吧
SPEAKER_02,27:11.620,27:14.580,也就做过这个新生意补贴的一个核查了
SPEAKER_02,27:14.580,27:17.120,所以我们自己心里都是有数的
SPEAKER_02,27:17.520,27:19.920,呃然后就是收益率啊
SPEAKER_02,27:19.920,27:22.260,包括其他的一些方面的一些考虑吧
SPEAKER_02,27:24.180,27:26.580,因为他收益比例有一些条件吗
SPEAKER_01,27:27.120,27:30.960,嗯好那这13个项目公司就是转让的那个
SPEAKER_01,27:31.220,27:34.820,呃内部的审批手续都已经发完了是吗
SPEAKER_02,27:35.580,27:38.820,对我们就应该是差一个上市公司的
SPEAKER_02,27:38.820,27:39.920,一个披露了
speaker_无,27:40.360,27:42.180,因为上市公司要发公告吗
speaker_无,27:42.220,27:43.280,发公告的话
SPEAKER_02,27:43.660,27:46.820,呃一定是要跟资金方那边敲定了
SPEAKER_02,27:46.820,27:49.820,就资金方那边内部审批的程序
SPEAKER_02,27:50.020,27:51.080,也要履行完
SPEAKER_02,27:51.560,27:55.160,然后我们嗯基本上是签协议那天
SPEAKER_02,27:55.520,27:57.100,然后我要发公告
SPEAKER_02,27:58.000,28:00.320,呃其他的程序都履行了
SPEAKER_01,28:01.160,28:02.860,那就是到时候那个
SPEAKER_01,28:02.860,28:05.620,因为呃中电这边是需要回购的吗
SPEAKER_01,28:05.620,28:06.900,那是回购的话
SPEAKER_01,28:07.220,28:08.020,是前置的
SPEAKER_01,28:08.020,28:10.220,就是说在现在都已经审批完了
SPEAKER_01,28:10.220,28:13.060,还是说到时候要再去重新内部去审批
SPEAKER_02,28:15.400,28:17.820,他那个回购应该是这个
SPEAKER_02,28:18.020,28:21.100,这个这个待会小经理再补充一下吧
SPEAKER_02,28:21.100,28:23.320,因为他前前后后这个我也是
SPEAKER_02,28:23.620,28:26.920,呃大概去年下半年的时候才参与进来的
SPEAKER_02,28:26.920,28:29.420,因为我们之前有一个领导去集团了
SPEAKER_02,28:29.480,28:31.180,然后把这一块交给我了
SPEAKER_02,28:31.480,28:33.560,呃可能小经理会更清楚一点
SPEAKER_02,28:33.660,28:37.520,这个呢也是按照当时应该是呃这个这个
SPEAKER_02,28:37.720,28:39.480,框架协议上的一些
SPEAKER_02,28:39.480,28:41.720,相关的一些约定来做的吧
SPEAKER_02,28:41.920,28:43.380,现在肯定是没办法
SPEAKER_02,28:43.380,28:46.020,你说锁定这个回购的一些事项的
SPEAKER_02,28:46.020,28:47.760,因为他这个项目是
SPEAKER_02,28:48.020,28:51.660,既要确认是并表的项目又要确认是
SPEAKER_02,28:52.060,28:54.460,呃就相当于是权益融资
SPEAKER_02,28:54.860,28:58.300,呃所以呢这一块就是包括框架协议的签订
SPEAKER_02,28:58.300,29:00.760,和我们现有的转让合同的一个
SPEAKER_02,29:01.060,29:04.860,呃文本的一些内容都是经过我国内外的
SPEAKER_02,29:05.200,29:07.520,嗯呃国内是主要是瑞华
SPEAKER_02,29:07.520,29:09.900,呃是是是叫啥呢
SPEAKER_02,29:09.900,29:13.220,大家搜索了国那个国外是安安永吗
SPEAKER_02,29:13.460,29:15.860,就是四大四大所里面安永
SPEAKER_02,29:15.860,29:19.400,就是我们也是前前后后的讨论过那个
SPEAKER_02,29:19.840,29:22.060,嗯好多次好多次了
SPEAKER_02,29:22.500,29:25.640,就是一定要符符合那个条件然后才
SPEAKER_02,29:26.040,29:29.000,呃出上戳上的那些条款
SPEAKER_02,29:29.560,29:32.040,然后你你说现在来锁定这个回购
SPEAKER_02,29:32.040,29:34.300,估计这一块是没办法
SPEAKER_02,29:34.640,29:36.800,就现在去锁定这个回购的
SPEAKER_02,29:36.840,29:38.100,如果锁定了回购
SPEAKER_02,29:38.100,29:41.160,那有可能就不能确认为权益或者是
SPEAKER_02,29:41.440,29:44.040,并表主要是当时这些条款是考虑
SPEAKER_02,29:44.300,29:45.560,要符合那两个
SPEAKER_02,29:46.040,29:46.960,呃条件
SPEAKER_02,29:47.740,29:49.160,就要达成我的目标
SPEAKER_02,29:49.400,29:50.260,对嗯
SPEAKER_02,29:50.860,29:52.860,否则我做这个就没有意义了
SPEAKER_01,29:53.800,29:54.700,是的是的
SPEAKER_00,29:54.700,29:58.360,那你好那个我接着沈总刚才说的补充一下
SPEAKER_00,29:58.360,30:00.360,吧就关于我们整个的情况
SPEAKER_00,30:00.360,30:03.400,就是刚才沈总也提到了就是我这个
SPEAKER_00,30:03.960,30:05.860,中国电力它涉及的审计是比较多
SPEAKER_00,30:05.860,30:07.360,他这个呃
SPEAKER_00,30:07.460,30:09.460,国外就是这个香港的这个安永
SPEAKER_00,30:09.460,30:10.260,然后国内呢
SPEAKER_00,30:10.260,30:13.060,就包括集团的审计是是立信还有天值
SPEAKER_00,30:13.400,30:15.900,然后这些条款呢他们都已经确认过了
SPEAKER_00,30:15.900,30:17.760,就关于这个审批的问题是这样
SPEAKER_00,30:17.760,30:20.580,就是说我们现在的整个交易结构
SPEAKER_00,30:20.580,30:22.180,不管是这个优先回购权
SPEAKER_00,30:22.180,30:23.520,还是说这个转永续
SPEAKER_00,30:23.860,30:25.060,这些所有的结构呢
SPEAKER_00,30:25.060,30:27.560,中国电力的董事局包括说这个
SPEAKER_00,30:27.820,30:29.980,国电投集团都已经完成审批了
SPEAKER_00,30:29.980,30:31.560,然后我们后续可以把这个
SPEAKER_00,30:31.780,30:34.120,审批的决议文件补充给您这边
SPEAKER_00,30:34.360,30:35.620,啊那至于说就是说
SPEAKER_00,30:35.620,30:37.620,比如说它是不是100%确定回购
SPEAKER_00,30:37.620,30:39.720,这个确实是也是基于这个
SPEAKER_00,30:40.020,30:41.320,呃权益融资的需要嘛
SPEAKER_00,30:41.320,30:42.680,他没有办法定的这么死
SPEAKER_00,30:42.680,30:45.360,但是我们现有的所有的交易结构
SPEAKER_00,30:45.360,30:46.920,所有的交易要素框架
SPEAKER_00,30:47.040,30:48.920,都已经完成相关的审批了
SPEAKER_01,30:51.140,30:52.980,好好的我明白谢谢
SPEAKER_01,30:53.080,30:54.980,那呃就是我这边还想问一下
SPEAKER_01,30:54.980,30:56.680,因为最后他会有一个
SPEAKER_01,30:56.680,30:58.480,就是我们这边基金有权利
SPEAKER_01,30:58.480,31:00.580,把那个资产转成永续吗
SPEAKER_01,31:00.720,31:01.880,这个转永续的话
SPEAKER_01,31:01.880,31:04.080,就是集团也已经就是审批过了
SPEAKER_01,31:04.080,31:05.740,这个交易结构了是吗
SPEAKER_00,31:06.640,31:08.380,对这个也已经审批过了
SPEAKER_00,31:08.380,31:10.920,然后那个呃其实从中电
SPEAKER_00,31:10.920,31:13.080,或者说从国电投集团的角度来说
SPEAKER_00,31:13.080,31:14.820,他们的这个想法
SPEAKER_00,31:14.820,31:16.280,就是认为转永续的这个条款
SPEAKER_00,31:16.280,31:17.040,不会触发嘛
SPEAKER_00,31:17.040,31:18.500,他们认为这个也是为了
SPEAKER_00,31:18.680,31:20.400,满足咱们投资人的这个
SPEAKER_00,31:20.640,31:22.540,投资安全的需要做的一个增进
SPEAKER_00,31:22.540,31:23.880,其实从他们的角度来说
SPEAKER_00,31:23.880,31:25.180,他们肯定还是选择
SPEAKER_00,31:25.400,31:27.480,届时通过这个行使回购的方式
SPEAKER_00,31:27.480,31:29.280,把资产买回去啊
SPEAKER_00,31:29.280,31:31.140,但是说就这个条款而言
SPEAKER_00,31:31.280,31:34.440,我们这个也已经通过这个中国电力董事局
SPEAKER_00,31:34.440,31:36.800,包括说国电投集团的审批了
SPEAKER_01,31:38.000,31:39.100,就是因为我们
SPEAKER_01,31:39.280,31:41.800,我我们现在看这个交易文件里面
SPEAKER_01,31:41.800,31:44.640,关于转永续这个其实约定的比较模糊
SPEAKER_01,31:44.640,31:45.760,就是说他到底
SPEAKER_01,31:46.000,31:48.140,未来是转成永续的标债
SPEAKER_01,31:48.140,31:49.400,还是永续的飞标
SPEAKER_01,31:49.400,31:51.900,然后到时候需要走一个什么程序
SPEAKER_01,31:51.900,31:53.840,我们这边其实不太清楚
SPEAKER_01,31:54.040,31:55.400,所以就想问一下说
SPEAKER_01,31:55.400,31:57.240,如果到时候走到这一步的话
SPEAKER_01,31:57.240,31:59.800,就是中国电力内部需要走什么流程
SPEAKER_01,31:59.800,32:01.340,这边能不能介绍一下
SPEAKER_00,32:02.400,32:04.440,嗯这这边我那个补充一下
SPEAKER_00,32:04.440,32:06.340,然后让那个沈总再回复一下吧
SPEAKER_00,32:06.340,32:07.700,因为这个我们当时
SPEAKER_00,32:07.760,32:08.760,刚才沈总也提到了
SPEAKER_00,32:08.760,32:10.240,当时谈这个交易结构的时候
SPEAKER_00,32:10.240,32:12.400,中电这边相关的这个领导
SPEAKER_00,32:12.400,32:13.860,他现在已经调到集团了
SPEAKER_00,32:13.860,32:16.660,那沈总这个他接过来这个项目之后
SPEAKER_00,32:16.660,32:17.780,其实这个项目的结构
SPEAKER_00,32:17.780,32:19.580,其实基本上已经确定了
SPEAKER_00,32:19.580,32:22.020,可能他对这个背景不是特别的熟悉
SPEAKER_00,32:22.320,32:23.880,就是我们的这个结构是这样
SPEAKER_00,32:23.880,32:24.520,就是说
SPEAKER_00,32:24.820,32:26.980,中国电力包括国电头集团
SPEAKER_00,32:26.980,32:29.180,他目前通过审批的就是
SPEAKER_00,32:29.480,32:31.520,转永续债是中国电力的义务
SPEAKER_00,32:31.520,32:32.820,他必须转这个事
SPEAKER_00,32:32.820,32:34.020,这是已经确定的
SPEAKER_00,32:34.380,32:36.160,包括说如果说他不转永续债
SPEAKER_00,32:36.160,32:38.320,要承担像什么样的违约责任
SPEAKER_00,32:38.320,32:40.580,这个也是通过了这个相应的决策的
SPEAKER_00,32:40.860,32:41.720,但是但是
SPEAKER_00,32:41.980,32:43.980,比如说他具体是一个什么样的载体
SPEAKER_00,32:43.980,32:45.720,比如说我是要一个公务永续债
SPEAKER_00,32:45.720,32:46.520,私募永续债
SPEAKER_00,32:46.520,32:49.840,还是说是转成一个永续信托永续保债
SPEAKER_00,32:49.980,32:52.680,这个确实是没有约定清楚
SPEAKER_00,32:52.740,32:54.080,没有约定清楚的原因
SPEAKER_00,32:54.080,32:56.080,我们也是想着说把这个决策权
SPEAKER_00,32:56.080,32:57.780,最终留在我们基金手里
SPEAKER_00,32:58.040,33:02.080,就是对因为我们这个转永续的条款
SPEAKER_00,33:02.220,33:03.120,包括说我转永续
SPEAKER_00,33:03.120,33:05.180,下我转成什么样的形式
SPEAKER_00,33:05.180,33:07.520,这个决策权其实都是在我基金的
SPEAKER_00,33:07.720,33:10.620,然后对中电来说它就是一个义务的履行
SPEAKER_00,33:10.780,33:11.940,所以说我们是想着说
SPEAKER_00,33:11.940,33:13.880,不要在合同里边把自己框死了
SPEAKER_00,33:13.880,33:16.980,万一假设比如说我写成转成永续信托
SPEAKER_00,33:17.080,33:20.080,那届时可能因为一些不确定的因素
SPEAKER_00,33:20.080,33:22.480,可能没有永续信托这个产品了
SPEAKER_00,33:22.580,33:25.280,那我们可能这个合同义务就履行不了了
SPEAKER_00,33:25.580,33:28.320,所以说我们就是说基于这么的一个考虑
SPEAKER_00,33:28.320,33:32.820,所以说没有把具体的形式给框死
SPEAKER_00,33:32.980,33:34.520,如果说后续转永续
SPEAKER_00,33:34.520,33:35.980,中电这边它需要走的流程
SPEAKER_00,33:35.980,33:40.040,就是说它根据我们的基金的决策
SPEAKER_00,33:40.040,33:44.040,根据基金的通知去履行它内部的一个流程
SPEAKER_00,33:44.040,33:46.400,就比如说我确定我要说转成永续信托
SPEAKER_00,33:46.500,33:48.700,然后中电它得履行
SPEAKER_00,33:48.700,33:50.400,它选拼一个信托公司
