speaker_00,00:00.000,00:03.320,沈总好
SPEAKER_00,33:50.540,33:53.740,然后以及就是说签署永续信托的合同
SPEAKER_00,33:53.740,33:56.140,这个是需要走一个内部的流程的
SPEAKER_00,33:56.300,33:59.660,但是就转永续这个事情是中国电力的义务
SPEAKER_00,33:59.660,34:02.860,它不履行这个义务要承担相应的违约责任
SPEAKER_00,34:02.900,34:05.860,这个是已经完成了相应的决策程序了
SPEAKER_00,34:06.060,34:08.340,后续就是一个实操上面的一个流程
SPEAKER_01,34:11.040,34:12.900,我明白
SPEAKER_01,34:12.900,34:14.740,但是就是从我们的角度来看
SPEAKER_01,34:14.740,34:18.140,可能因为这个没有约定清楚到时候就是
SPEAKER_01,34:18.860,34:21.000,您这边说的是由基金来决策
SPEAKER_01,34:21.000,34:23.840,但是有可能到时候就还是需要跟中电去商量
SPEAKER_01,34:23.840,34:25.300,到底采取一个什么方式
SPEAKER_01,34:25.300,34:27.860,就是之前我看的时候是这样
SPEAKER_02,34:28.100,34:29.600,这个我补充两点
SPEAKER_02,34:29.600,34:34.300,实际上我们为什么做这个权益投资
SPEAKER_02,34:34.300,34:35.800,刚才贝丁也说了
SPEAKER_02,34:35.820,34:38.460,但是目前应该说也是以
SPEAKER_02,34:38.800,34:41.660,这个时间来换发展的一个空间
SPEAKER_02,34:41.660,34:46.920,我们预计也是两三年之后应该是首选
SPEAKER_02,34:46.920,34:50.520,还是按照回购的方案来做的
SPEAKER_02,34:50.900,34:53.700,如果说是不得已的情况下
SPEAKER_02,34:53.900,34:56.220,转永续也好或者其他方式也好
SPEAKER_02,34:56.360,34:58.100,实际上另外一条
SPEAKER_02,34:58.100,35:00.960,就是我们肯定是到时候会提前半年
SPEAKER_02,35:00.960,35:02.560,或者甚至半年更多一点
SPEAKER_02,35:02.560,35:05.100,我们会提前的策划这一块
SPEAKER_02,35:05.100,35:09.260,或者准备这一块到底具体是怎么一个做法
SPEAKER_02,35:09.260,35:12.800,但目前来整体的来看的话
SPEAKER_02,35:12.800,35:14.660,我觉得首先可能
SPEAKER_02,35:16.860,35:19.620,可能性比较大的还是回购的这种方式
SPEAKER_02,35:19.660,35:22.800,因为我也不可能把优质资产就永远的
SPEAKER_02,35:23.120,35:24.100,这么放着
SPEAKER_02,35:24.100,35:26.220,就是通过冰表基金这么来做
SPEAKER_02,35:26.520,35:28.720,而且我付出的代价也会比较高
SPEAKER_02,35:28.900,35:32.160,只要我这个负债率能降下来了
SPEAKER_01,35:36.100,35:37.720,好的谢谢沈总
SPEAKER_04,35:43.100,35:44.420,沈总不好意思
SPEAKER_04,35:44.420,35:48.100,我这边又想再补充两个问题
SPEAKER_02,35:49.220,35:50.260,你说
SPEAKER_04,35:50.860,35:52.620,一个是从长期来看
SPEAKER_04,35:52.620,35:54.960,因为咱们现在的电力结构里面
SPEAKER_04,35:55.220,35:57.860,火电还是占一半以上
SPEAKER_04,35:58.060,36:02.360,但是这两年确实光伏还有风电都上的比较快
SPEAKER_04,36:02.520,36:05.080,所以就是公司内部有没有一个
SPEAKER_04,36:05.080,36:07.880,长期的一个电力结构的一个目标
SPEAKER_02,36:09.420,36:10.420,它有
SPEAKER_02,36:10.620,36:12.120,但具体这个数
SPEAKER_02,36:12.120,36:15.660,你到时候你如果需要精准的一个数据的话
SPEAKER_02,36:15.880,36:17.820,你把这个问题写下来
SPEAKER_02,36:17.820,36:21.180,然后我们到时候再准确的回复你
SPEAKER_02,36:21.180,36:22.260,大致的一个趋势
SPEAKER_02,36:22.420,36:25.260,目前应该是中国电力可能是60%几的
SPEAKER_02,36:25.260,36:26.880,一个新能源的一个结构
SPEAKER_02,36:27.460,36:29.460,然后后续还要增加
SPEAKER_02,36:29.460,36:31.360,因为这个也是响应一个
SPEAKER_02,36:31.620,36:33.520,国家的一个
SPEAKER_02,36:33.980,36:38.860,这个政策上的一个导向吧
SPEAKER_02,36:38.860,36:42.780,就按照3060的要求
SPEAKER_02,36:42.780,36:45.620,因为最终的一个趋势肯定是
SPEAKER_02,36:45.960,36:50.020,还是新能源占比要提高的
SPEAKER_02,36:50.380,36:51.880,那么我们火箭这一块
SPEAKER_02,36:51.880,36:54.060,实际上目前在做的是两件事
SPEAKER_02,36:54.060,36:57.160,就是既做加法又做减法
SPEAKER_02,36:57.420,36:59.780,那加法就是我们还在开拓一些
SPEAKER_02,36:59.780,37:01.260,新能源的一些项目
SPEAKER_02,37:01.520,37:03.320,减法就是我们
SPEAKER_02,37:03.320,37:05.780,包括去年今年可能持续要做的
SPEAKER_02,37:05.780,37:08.560,就是火电这一块要做一些出表
SPEAKER_02,37:08.560,37:10.060,实际上它那个出表呢
SPEAKER_02,37:10.380,37:12.680,也不是完全就是就出去了
SPEAKER_02,37:12.680,37:14.360,我们股份一点都不占了
SPEAKER_02,37:14.560,37:15.680,因为目前来看呢
SPEAKER_02,37:15.680,37:18.320,这个特别是前两年不是缺电
SPEAKER_02,37:18.320,37:19.780,还是比较严重的吗
SPEAKER_02,37:19.980,37:21.020,所以呢这个
SPEAKER_02,37:21.420,37:22.960,火电这一块呢
SPEAKER_02,37:22.960,37:24.560,实际上还是起了压窗
SPEAKER_02,37:24.660,37:26.080,压窗时的这个作用的
SPEAKER_02,37:26.080,37:27.780,或者中流抵多的这个作用的
SPEAKER_02,37:27.800,37:30.440,至少就是全国来说的话
SPEAKER_02,37:30.440,37:33.500,50%这个发电量还是靠火电的
SPEAKER_02,37:33.500,37:34.280,而且火电
SPEAKER_02,37:34.280,37:36.700,它是一个比较稳定的一个电源
SPEAKER_02,37:36.900,37:39.140,是主动化它往上是发不了电的
SPEAKER_02,37:39.140,37:41.980,而且你储能的话现在也没有匹配上嘛
SPEAKER_02,37:42.100,37:43.100,对所以呢
SPEAKER_02,37:44.040,37:46.100,所以呢我们现在在做的呢
SPEAKER_02,37:46.100,37:47.100,是一个出表呢
SPEAKER_02,37:47.100,37:48.540,是一个跟中煤
SPEAKER_02,37:48.540,37:51.080,或者跟其他的煤炭企业的一个
SPEAKER_02,37:51.080,37:52.480,煤电的联营
SPEAKER_02,37:53.100,37:55.740,就是煤电联营呢就相当于是
SPEAKER_02,37:56.360,37:57.700,呃跟嗯
SPEAKER_02,37:58.000,38:00.800,就通过股权结构的一些调整吧
SPEAKER_02,38:00.860,38:03.600,然后这样呢确保这个火电的
SPEAKER_02,38:04.000,38:06.760,呃这个煤炭的价格能够控制住
SPEAKER_02,38:06.760,38:08.740,然后火电企业的利润呢
SPEAKER_02,38:09.040,38:11.160,呃也能有一个稳定的一个
SPEAKER_02,38:11.160,38:12.760,利润的一个来源吧
speaker_无,38:13.000,38:13.400,嗯
SPEAKER_04,38:14.140,38:16.100,嗯呃那就相当
SPEAKER_04,38:16.700,38:19.160,呃所以就相当于您说的
SPEAKER_04,38:19.400,38:22.460,60%以上的新能源占比这个是呃
SPEAKER_04,38:22.460,38:23.060,或者更高
SPEAKER_04,38:23.060,38:24.860,这是一个咱们的一个发展目标
SPEAKER_04,38:25.420,38:28.180,呃那这个60%是
SPEAKER_04,38:28.560,38:32.880,呃一个表内的表内的这个表内的对对
SPEAKER_04,38:33.080,38:36.360,行就相当于并表并表的这些啊
SPEAKER_04,38:36.360,38:38.120,而不是全一不是全一的
SPEAKER_04,38:38.120,38:39.380,也不是全口径的
SPEAKER_02,38:40.860,38:43.720,呃对对对这是表内的这一块的
SPEAKER_04,38:43.920,38:44.620,好好
SPEAKER_02,38:45.460,38:46.260,对嗯
SPEAKER_00,38:47.480,38:48.820,这块我补充一下吧
SPEAKER_00,38:48.820,38:50.060,就是刚才那个
SPEAKER_00,38:50.160,38:51.420,我就是说中国电力
SPEAKER_00,38:51.420,38:53.560,它是2021年10月份的时候
SPEAKER_00,38:53.720,38:55.820,这个发布了这个新的发展战略
SPEAKER_00,38:55.820,38:57.120,然后关于这个战略里边
SPEAKER_00,38:57.120,38:59.480,它对于就不同的阶段
SPEAKER_00,38:59.480,39:01.460,提升这个清洁能源的占比
SPEAKER_00,39:01.460,39:02.880,也是有一个目标的
SPEAKER_00,39:02.960,39:04.960,然后我把这个文件也转给您这边
SPEAKER_00,39:04.960,39:06.920,然后您也作为一个参考啊
SPEAKER_00,39:06.920,39:09.560,好来这里边写的是到21年底
SPEAKER_00,39:09.560,39:12.620,清洁能源装机是接近60%
SPEAKER_00,39:12.620,39:15.060,23年的话装机是70%
SPEAKER_00,39:15.260,39:16.320,到了25年的话
SPEAKER_00,39:16.320,39:19.120,就装清洁能源装机要超过90%
SPEAKER_00,39:19.380,39:20.760,就是它有一个这样的一个
SPEAKER_00,39:20.980,39:22.760,呃战略发展的一个定位吧
SPEAKER_00,39:22.880,39:25.560,然后他也是在这个港交所发布了相关的公告
SPEAKER_00,39:25.560,39:27.160,我刚转给您这边
SPEAKER_00,39:27.160,39:28.560,您也作为一个参考吧
SPEAKER_02,39:29.080,39:32.960,对现在基本上是按照这个目标在推进吧
SPEAKER_04,39:33.820,39:34.620,哦好的
SPEAKER_04,39:34.620,39:36.460,然后再就是刚才提到那个
SPEAKER_04,39:36.760,39:39.080,新能源这块投资计划
SPEAKER_04,39:39.160,39:42.480,后续是不是也是可以通过这种
SPEAKER_04,39:42.660,39:45.120,文字资料的形式反馈给我们
SPEAKER_02,39:46.460,39:50.060,嗯你讲的整体的我们的投资计划吗
SPEAKER_04,39:50.180,39:51.980,对就包括咱们
SPEAKER_04,39:52.500,39:56.480,封店后面的这个拟件项目
SPEAKER_04,39:56.480,39:59.480,总装机有500多万千瓦
SPEAKER_04,39:59.700,40:03.400,这块总投可能会超过千亿
SPEAKER_04,40:03.500,40:05.980,因为咱们现在总个整个的
SPEAKER_04,40:06.380,40:08.340,报表也就是2000亿的
SPEAKER_04,40:08.340,40:10.040,这样一个资产的规模
SPEAKER_04,40:10.040,40:12.040,所以这块金额比较大
SPEAKER_04,40:12.040,40:13.180,我想大概看一下
SPEAKER_02,40:13.180,40:15.240,他现在是这样子
SPEAKER_02,40:15.240,40:17.780,就是实际上投资计划这一块
SPEAKER_02,40:17.780,40:19.380,新能源这一块
SPEAKER_02,40:19.700,40:22.000,我们现在还有一个平台
SPEAKER_02,40:22.000,40:23.800,就是我们有一个中电农创
SPEAKER_02,40:23.800,40:25.280,是一个参股的一个平台
SPEAKER_02,40:25.280,40:27.340,实际上集团公司整体就是
SPEAKER_02,40:27.400,40:28.780,在中国电力这个层面呢
SPEAKER_02,40:28.780,40:30.340,我们现在搭的一个是
SPEAKER_02,40:30.980,40:32.580,以前叫轻子弹平台
SPEAKER_02,40:32.580,40:34.780,现在叫龙头业务的平台
SPEAKER_02,40:34.780,40:36.800,实际上就是我们不控股
SPEAKER_02,40:37.140,40:40.180,但实质的管理呢是我们在管理
SPEAKER_02,40:40.500,40:41.940,然后那个平台呢
SPEAKER_02,40:42.240,40:44.940,呃我们也是跟一些资金方在合作
SPEAKER_02,40:44.940,40:47.940,然后在在就是嗯在
SPEAKER_02,40:48.560,40:50.440,开发一些项目新能源项目
SPEAKER_02,40:50.440,40:53.540,应该那个平台现在可能规模也挺大的
SPEAKER_02,40:53.540,40:55.940,但是也有好几百万的一个
SPEAKER_02,40:55.940,40:57.700,新能源的一个项目吧
SPEAKER_02,40:58.000,40:59.840,然后那些那些项目呢
SPEAKER_02,40:59.840,41:02.000,主要是就是他是一个
SPEAKER_02,41:02.000,41:03.400,实际上那个轻子弹平台
SPEAKER_02,41:03.400,41:05.460,也是一个代持的一个平台
SPEAKER_02,41:06.100,41:08.100,就相当于把这些新能源项目
SPEAKER_02,41:08.100,41:09.400,培育好了之后呢
SPEAKER_02,41:09.400,41:11.600,我也是逐步逐步要回表的
SPEAKER_02,41:11.960,41:13.700,也是实际上也是
SPEAKER_02,41:14.260,41:18.120,这个先去换取这个发展的一个空间吧
SPEAKER_02,41:18.400,41:20.060,因为您也讲到了投资计划
SPEAKER_02,41:20.060,41:22.460,可能按照我整个新能源发展规模
SPEAKER_02,41:22.460,41:23.800,那我可能要1000个亿
SPEAKER_02,41:23.800,41:24.700,但实际上
SPEAKER_02,41:24.860,41:27.020,可能整体集团公司给我下的
SPEAKER_02,41:27.020,41:28.520,也就是300个亿左右
SPEAKER_02,41:28.900,41:30.720,那我这一块我怎么去解决
SPEAKER_02,41:30.720,41:33.300,我既要发展又要考虑投资计划
SPEAKER_02,41:33.620,41:34.660,呃的问题
SPEAKER_02,41:34.960,41:36.260,我们现在是嗯
SPEAKER_02,41:36.260,41:38.200,实际上基本上我们整个集团公司
SPEAKER_02,41:38.200,41:39.360,都在这么做吧
SPEAKER_02,41:39.620,41:40.860,就各个二级单位
SPEAKER_02,41:41.060,41:43.660,嗯就是利用这个亲自喊的平台
SPEAKER_02,41:43.920,41:45.620,然后再培育一些项目
SPEAKER_02,41:45.780,41:47.380,然后那些项目呢
SPEAKER_02,41:47.660,41:50.460,呃逐步逐步就是让他回表
SPEAKER_04,41:51.520,41:52.520,嗯明白
SPEAKER_04,41:52.580,41:54.580,其实这就是一个您刚才反复提到的
SPEAKER_04,41:54.580,41:57.080,那个时间换空换空间
SPEAKER_04,41:57.080,41:59.380,就是用长期的这个成长
SPEAKER_04,41:59.380,42:01.460,然后逐渐有资金以后回表
SPEAKER_04,42:01.460,42:03.920,然后来来控制比咱们表内的
SPEAKER_04,42:03.920,42:05.020,这个资产负债率吗
SPEAKER_04,42:05.020,42:06.020,是这样一个考虑
SPEAKER_02,42:06.180,42:07.620,对对啊
SPEAKER_02,42:07.920,42:10.720,那那这个不能失去这个发展的机会
SPEAKER_04,42:10.780,42:13.140,嗯啊那您说的这个亲自喊平台
SPEAKER_04,42:13.140,42:14.520,他投资这些项目
SPEAKER_04,42:14.840,42:16.580,他的这种决策机制
SPEAKER_04,42:16.920,42:19.320,和这个收益率的考核要求什么的
SPEAKER_04,42:19.680,42:21.840,和您刚才前面提到的这个
SPEAKER_04,42:22.140,42:24.540,啊包括几次上会啊
SPEAKER_04,42:24.540,42:27.940,然后这个10%的这种收益率的要求
SPEAKER_04,42:27.940,42:29.480,他是保持一致吗
SPEAKER_04,42:29.620,42:30.620,还说会更多
SPEAKER_02,42:31.320,42:33.440,他的收益率要求是一致的
SPEAKER_02,42:33.440,42:35.420,甚至甚至是更紧一点
SPEAKER_02,42:35.720,42:37.640,这要求会更更高一点
SPEAKER_02,42:37.640,42:39.880,包括合规性的要求是一致的
SPEAKER_02,42:40.000,42:41.100,但他的把控呢
SPEAKER_02,42:41.100,42:43.040,他因为毕竟新自然平台嘛
SPEAKER_02,42:43.040,42:45.680,他不会说是上中国电力的
SPEAKER_02,42:45.680,42:47.080,并表范围内的这些
SPEAKER_02,42:47.080,42:49.240,那如果说是这么上会的话
SPEAKER_02,42:49.440,42:50.880,他就就会引起
SPEAKER_02,42:50.880,42:53.800,你到底是并表控制的还是不控制的
SPEAKER_02,42:54.080,42:56.580,就就到底并表还不并表的问题
SPEAKER_02,42:56.600,42:58.340,就是账务处理上面会有
SPEAKER_02,42:58.580,43:00.800,会计准则的认定上面会有问题
SPEAKER_02,43:01.580,43:02.240,所以呢
SPEAKER_02,43:02.600,43:05.080,但是呢我们这个就是我刚才也讲到了
SPEAKER_02,43:05.080,43:07.680,这个亲自然平台的实际上管理
SPEAKER_02,43:07.680,43:09.440,都是我们的人在管理
SPEAKER_02,43:09.440,43:12.440,包括我们这个亲自产平台的这个
SPEAKER_02,43:12.560,43:14.960,呃董事长吧还是我们这个
SPEAKER_02,43:15.300,43:17.000,呃中国电力的总裁
SPEAKER_02,43:17.400,43:18.760,所以呢他们自己
SPEAKER_02,43:18.800,43:20.760,就是我们也派了一部分人去
SPEAKER_02,43:20.760,43:24.000,然后对这些项目进行一个严格的一个把关
SPEAKER_02,43:24.000,43:26.440,然后他内部有决策机制
SPEAKER_04,43:27.400,43:29.960,哦那这个亲自产平台现在
SPEAKER_04,43:30.400,43:32.200,呃他是属于国电头的
SPEAKER_04,43:32.200,43:34.400,还是说属于中国电力的
SPEAKER_02,43:34.460,43:35.760,他是中国电力
SPEAKER_02,43:35.880,43:40.560,他是中国电力跟北京市的一个国企合作的
SPEAKER_02,43:41.160,43:43.120,地方国企合作的
SPEAKER_02,43:43.560,43:45.560,然后应该是大家呃
SPEAKER_02,43:45.720,43:47.560,都不并表这种状态吧
SPEAKER_04,43:48.360,43:50.820,哦那他现在总的这种
SPEAKER_04,43:51.320,43:53.980,呃装机规模大概有多少
SPEAKER_04,43:53.980,43:55.760,然后他的管理的
SPEAKER_04,43:55.920,43:57.020,因为他是亲自产平台
SPEAKER_04,43:57.020,43:58.760,我理解他是应该有一个
SPEAKER_04,43:59.160,44:01.320,类似于基金公司一个总的资产管理
SPEAKER_04,44:01.320,44:03.060,规模的这样一个一个概念
SPEAKER_04,44:03.180,44:07.060,他的总的这种管理的装机规模和
SPEAKER_04,44:07.580,44:08.620,这个资产
SPEAKER_02,44:09.460,44:10.860,装机装机这一块
SPEAKER_02,44:10.860,44:12.660,我再跟他们要确认一下
SPEAKER_02,44:12.660,44:14.380,你反正你需要了解的话
SPEAKER_02,44:14.380,44:16.220,你也可以把这个作为一个问题吧
SPEAKER_02,44:16.220,44:17.460,就是我们大概是
SPEAKER_02,44:17.860,44:20.120,大数我记得是300多万吧现在
SPEAKER_04,44:20.420,44:21.860,哦300多万嗯
SPEAKER_04,44:21.980,44:22.380,嗯
SPEAKER_04,44:24.120,44:26.560,呃那那总的资产管理规模呢
SPEAKER_04,44:26.880,44:28.760,大概能有五六百亿
SPEAKER_04,44:29.480,44:30.480,如果按照这个
SPEAKER_02,44:30.500,44:32.000,他300多万嘛
SPEAKER_02,44:32.000,44:34.200,一般就是光伏的话
SPEAKER_02,44:34.200,44:36.740,差不多也就四五块钱吧
SPEAKER_02,44:36.880,44:37.980,以那个
SPEAKER_02,44:38.800,44:39.200,呃
SPEAKER_04,44:39.840,44:40.640,每瓦吗
SPEAKER_02,44:41.180,44:41.900,对对
SPEAKER_04,44:43.000,44:43.480,哦
SPEAKER_04,44:44.040,44:45.000,300多万
SPEAKER_04,44:46.240,44:46.600,嗯
SPEAKER_04,44:47.340,44:48.500,哦好的好的
SPEAKER_04,44:49.000,44:49.400,嗯
SPEAKER_02,44:53.340,44:55.640,啊他这个你你
SPEAKER_02,44:55.700,44:57.480,可以把这个作为一个问题吧
SPEAKER_02,44:57.480,45:00.140,我们到时候到时候也把具体的像
SPEAKER_02,45:00.240,45:02.560,大大致的一个数据跟他们要一下
SPEAKER_02,45:02.560,45:02.960,嗯
SPEAKER_04,45:05.760,45:06.960,好的行谢谢沈总
SPEAKER_04,45:07.460,45:07.860,嗯
SPEAKER_04,45:09.060,45:10.100,这暂时
SPEAKER_04,45:11.360,45:12.800,但是就这些问题了
speaker_无,45:14.640,45:15.140,好的
SPEAKER_01,45:16.560,45:17.200,沈总您好
SPEAKER_01,45:17.200,45:18.460,我这还有两个问题
SPEAKER_01,45:18.460,45:21.140,一个就是刚才问的那个底层项目
SPEAKER_01,45:21.260,45:23.140,就是我看那个呃
SPEAKER_01,45:23.500,45:24.460,现在的文件
SPEAKER_01,45:24.640,45:27.340,在里面说有可能未来的底层项目会换
SPEAKER_01,45:27.360,45:30.400,就是说实际上从这个中电这边看的话
SPEAKER_01,45:30.600,45:33.160,这些项目是不是已经就是对应
SPEAKER_01,45:33.360,45:36.400,确定了未来更换的可能性大吗
SPEAKER_02,45:37.860,45:38.260,嗯
SPEAKER_02,45:38.800,45:42.340,目前来说我们也不太可能更换了
SPEAKER_02,45:42.340,45:44.900,因为这一块我们前面刚才也说过了
SPEAKER_02,45:44.900,45:46.900,我们很多程序都走过了
SPEAKER_02,45:46.900,45:48.400,包括我自然评估啊
SPEAKER_02,45:48.800,45:51.600,就是报集团的相关的一些资料啊都已经
SPEAKER_02,45:52.260,45:53.700,呃旅行完了
SPEAKER_02,45:53.900,45:55.740,嗯这个如果换的话也
SPEAKER_02,45:55.860,45:57.060,说实话也挺费劲的
SPEAKER_02,45:57.080,45:58.780,而且这些项目也是我们
SPEAKER_02,45:59.020,46:03.220,在现有的项目里面就是按照这个当时的一些
SPEAKER_02,46:03.720,46:04.560,嗯约定吧
SPEAKER_02,46:04.560,46:05.960,然后挑选出来的
SPEAKER_02,46:05.960,46:06.960,包括合规金啊
SPEAKER_02,46:06.960,46:08.520,包括收益力量方面
SPEAKER_02,46:09.120,46:11.560,所以目前看不太可能去换了
SPEAKER_02,46:11.560,46:13.280,基本上就是这些项目了
SPEAKER_00,46:14.620,46:16.960,好的这个这个问题我补充一下吧
SPEAKER_00,46:16.980,46:17.960,啊不好意思
SPEAKER_00,46:17.960,46:20.080,我补充一下就是说关于我们这个
SPEAKER_00,46:20.280,46:22.480,交易文件里边写的底层项目要换
SPEAKER_00,46:22.780,46:25.180,这个主要还是针对的是当时我们
SPEAKER_00,46:25.240,46:28.140,在这个中宝登报资产知识计划的这个阶段
SPEAKER_00,46:28.300,46:29.900,因为当当时的时候那个
SPEAKER_00,46:29.980,46:32.100,底层项目可能没有现在这么明确
SPEAKER_00,46:32.300,46:34.240,然后呢但是这个又为了满足我们
SPEAKER_00,46:34.240,46:36.080,报资产知识计划的这个相关要求
SPEAKER_00,46:36.080,46:38.000,所以说我们当时是做了一个项目池
SPEAKER_00,46:38.500,46:40.000,有22个项目公司
SPEAKER_00,46:40.000,46:42.740,但是这22个项目公司呢也没有经过
SPEAKER_00,46:42.740,46:44.540,因为我们前期有一个投资人嘛
SPEAKER_00,46:44.640,46:46.900,也没有经过前期投资人那边的一个
SPEAKER_00,46:47.840,46:49.440,审核决策啊
SPEAKER_00,46:49.540,46:51.840,然后那个所以说我们就当时是以这么一个
SPEAKER_00,46:51.840,46:54.700,项目池去做的这个产品的申报
SPEAKER_00,46:54.720,46:57.260,然后也是为了就是说留了一个口子
SPEAKER_00,46:57.260,46:59.860,就是说我们以后的项目会进行相应的更换
SPEAKER_00,47:00.100,47:02.700,然后也当你也可以看到就我们这22个项目
SPEAKER_00,47:02.700,47:04.220,公司也发生了一些比较大的变动
SPEAKER_00,47:04.220,47:05.660,就因为我们的一期投资人
SPEAKER_00,47:05.860,47:07.340,他自己在这个看完之后
SPEAKER_00,47:07.340,47:10.160,他其实也提出了一些他的他的要求啊
SPEAKER_00,47:10.160,47:12.300,所以说我们这个项目可能就会有一些变动
SPEAKER_00,47:12.360,47:15.260,但目前为止的话其实我们现有的这
SPEAKER_00,47:15.660,47:17.420,9个项目就第二期是9个项目嘛
SPEAKER_00,47:17.420,47:19.660,第一期已经投放了4个项目公司了
SPEAKER_00,47:19.700,47:21.960,这9个项目呢就是中电这边也是完成了
SPEAKER_00,47:21.960,47:23.360,这个相应的决策流程
SPEAKER_00,47:23.520,47:25.680,然后基金包括资产支持计划这一端呢
SPEAKER_00,47:25.680,47:27.620,也是走完了这个相应的这个
SPEAKER_00,47:27.720,47:29.560,进制调查也做了这个法律禁掉
SPEAKER_00,47:29.560,47:32.820,所以说这个项目就基本上是不会更换了
SPEAKER_00,47:33.480,47:34.720,我解释一下这个背景
SPEAKER_01,47:35.760,47:36.960,好的好的谢谢
SPEAKER_01,47:37.320,47:38.160,然后
SPEAKER_04,47:38.800,47:40.360,呃元元你先说吧
SPEAKER_01,47:40.520,47:42.360,那您先说吧我是新的问题吗
SPEAKER_04,47:42.880,47:46.680,没有我其实是想在针对刚才说这个项目
SPEAKER_04,47:46.680,47:48.160,想再多问一句
SPEAKER_04,47:48.160,47:50.960,就是因为当时那个退出机制里面
SPEAKER_04,47:50.960,47:51.920,其实是有一点
SPEAKER_04,47:51.920,47:55.080,就是说如果公司就就中国电力这边
SPEAKER_04,47:55.520,47:58.520,呃在三年后或者五年后不回购的话
SPEAKER_04,47:58.920,48:02.240,呃那就不回购这80%的这个
SPEAKER_04,48:02.640,48:04.000,基金份额的话
SPEAKER_04,48:04.120,48:09.040,那呃基金是有权把这个spv公司80%的股权
SPEAKER_04,48:09.040,48:10.160,转让给第三方
SPEAKER_04,48:11.920,48:15.280,呃是的是的呃大概是这样一个一个设计
SPEAKER_04,48:15.280,48:17.040,那我的疑问就在于说
SPEAKER_04,48:17.520,48:20.000,呃转给第三方之后
SPEAKER_04,48:20.080,48:23.360,这种转给第三方这种行为对中国电力
SPEAKER_04,48:23.680,48:28.400,来讲有什么损失或者是这个有什么伤害吗
SPEAKER_04,48:28.720,48:32.240,因为这些公司它的这个这个spv的公司的
SPEAKER_04,48:32.240,48:34.000,这个董事会里面
SPEAKER_04,48:34.120,48:37.520,有有有两个人还是由中国电力来
SPEAKER_04,48:37.880,48:38.360,委派
SPEAKER_04,48:38.360,48:41.160,所以其实不管这80%转给谁
SPEAKER_04,48:41.400,48:43.280,这些项目公司
SPEAKER_04,48:43.400,48:45.000,它其实都是属于
SPEAKER_04,48:45.360,48:46.160,这个
SPEAKER_04,48:46.680,48:49.040,呃中国电力来实际控制的
SPEAKER_00,48:49.440,48:50.360,嗯我明白
SPEAKER_00,48:50.520,48:52.840,就是说我们的这个就是说因为
SPEAKER_00,48:52.920,48:54.120,刚才沈总也提到了
SPEAKER_00,48:54.120,48:56.000,就是整个交易结构设计
SPEAKER_00,48:56.000,48:57.520,从中电的出发点来说
SPEAKER_00,48:57.520,48:59.160,首先它这些项目它叫并表
SPEAKER_00,48:59.160,49:00.600,第二个它的集成权益
SPEAKER_00,49:00.720,49:02.840,啊所以说呢我们spv公司层面呢
SPEAKER_00,49:02.840,49:05.240,也是通过一些这种公司治理结构的设计
SPEAKER_00,49:05.240,49:08.360,来满足安永认定的这个可以并表的标准
SPEAKER_00,49:08.680,49:09.520,虽然我们
SPEAKER_00,49:09.760,49:11.480,呃对整个交易结构的判断
SPEAKER_00,49:11.480,49:14.440,我们认为来说可能我们的这个主要的一个
SPEAKER_00,49:14.480,49:16.440,分控手段或者主要的退出方式
SPEAKER_00,49:16.440,49:18.400,还是说中国电力行使回购
SPEAKER_00,49:18.520,49:20.480,如果说它不行使回购的话
SPEAKER_00,49:20.480,49:23.320,那我们还是选择去采取这个转永续的这个方式
SPEAKER_00,49:23.480,49:26.280,至于说我把这个80%的股权卖掉
